req_id,raw_text,role,action,goal,acceptance_criteria
81,"features/nesting.yml. <!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->",Placeholder,Placeholder,Placeholder,Placeholder
82,"Right. <!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->",Placeholder,Placeholder,Placeholder,Placeholder
83,"Chat is not waiting for command to finish executing to view output. 
Type: <b>Bug</b>

The chat is not waiting for the command(s) I want it to run to finish. They only take about 10-15 seconds, but the chat is impatient, and will not wait for the command to complete to look at the output.

This is making it so the chat can't actually see what the output is and respond to it. (This isn't the first time the chat has failed to look at terminal command output)

Extension version: 0.29.1
VS Code version: Code 1.102.1 (7adae6a56e34cb64d08899664b814cf620465925, 2025-07-15T16:41:17.147Z)
OS version: Darwin arm64 24.5.0
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M3 (8 x 2400)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: enabled_on<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|2, 2, 2|
|Memory (System)|16.00GB (0.06GB free)|
|Process Argv|--crash-reporter-id ff1a6fbe-9a47-45fd-8dd9-fcc9c4785727|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
binariesv615:30325510
h48ei257:31000450
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
9064b325:31222308
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
pylancequickfixf:31350060
nes-only-v39:31356434
9d2cg352:31346308
usemarketplace:31343026
nesew2to5:31336538
0g1h6703:31332163
agentclaude:31335814
nes-diff-11:31337487
replacestringexc:31350595
nes-set-on:31340697
6abeh943:31336334
envsactivate1:31353494
yijiwantestdri0626-t:31336930
0927b901:31350571
ji9b5146:31348712
1je7-usegpt41:31346762
45650338:31356125
0cj2b977:31352657

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
84,"Response incorrectly matched public code. 
Type: <b>Bug</b>

Cannot see response as it was matching public code but I just asked for it to explain a function and a specific python decorator.

Extension version: 0.29.1
VS Code version: Code 1.102.3 (488a1f239235055e34e673291fb8d8c810886f81, 2025-07-29T03:00:23.339Z)
OS version: Windows_NT x64 10.0.26100
Modes:
Remote OS version: Linux x64 6.6.87.1-microsoft-standard-WSL2

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz (8 x 2304)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.79GB (2.45GB free)|
|Process Argv|--folder-uri=vscode-remote://wsl+Ubuntu/home/jack/solutions_deckchair/angel-trains-gdn-monitoring --remote=wsl+Ubuntu --crash-reporter-id 9b44be2b-cb4f-448e-b7ed-61fa0fcbbd3f|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|WSL: Ubuntu|
|OS|Linux x64 6.6.87.1-microsoft-standard-WSL2|
|CPUs|Intel(R) Core(TM) i7-10510U CPU @ 1.80GHz (8 x 0)|
|Memory (System)|15.41GB (11.32GB free)|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
binariesv615:30325510
h48ei257:31000450
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
hdaa2157:31222309
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
pylancequickfixf:31350060
9d2cg352:31346308
convertlamdat:31350063
usemarketplace:31343026
nesew2to5:31336538
agentclaude:31350858
nes-diff-11:31337487
replacestringexc:31350595
nes-set-on:31351930
onetestforazureexp:31335613
6abeh943:31336334
yijiwantestdri0626-c:31336931
0927b901:31350571
4gdec884:31348710
8gib2676:31356126
0cj2b977:31352657

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
85,"deleted all my files. 
Type: <b>Bug</b>

your foolish AI deleted all my files

Extension version: 0.29.1
VS Code version: Code 1.102.3 (488a1f239235055e34e673291fb8d8c810886f81, 2025-07-29T03:00:23.339Z)
OS version: Windows_NT x64 10.0.22631
Modes:
Remote OS version: Linux x64 6.14.0-1008-gcp

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) i5-6400 CPU @ 2.70GHz (4 x 2712)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.89GB (9.01GB free)|
|Process Argv|C:\\Users\\Admin\\Downloads\\sshkeys\\.ssh\\config --crash-reporter-id 35f487ac-89aa-4ca4-8828-1874eb56508f|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|SSH: 34.39.79.65|
|OS|Linux x64 6.14.0-1008-gcp|
|CPUs|Intel(R) Xeon(R) CPU @ 2.20GHz (4 x 0)|
|Memory (System)|15.62GB (8.56GB free)|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
binariesv615:30325510
2e7ec940:31000449
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
9064b325:31222308
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
6518g693:31334701
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
9d2cg352:31346308
convertlamdaf:31350062
usemarketplace:31343026
nesew2to5:31336538
agentclaude:31352135
nes-diff-11:31337487
replacestringexc:31350595
nes-set-on:31351930
63221493:31336333
yijiwantestdri0626-c:31336931
0927b901:31350571
ji9b5146:31348712
8gib2676:31356126
0cj2b977:31352657

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
86,"ספאם. 
Type: <b>Bug</b>

מקשקש לתלא הקשר

Extension version: 0.29.1
VS Code version: Code 1.102.2 (Universal) (c306e94f98122556ca081f527b466015e1bc37b0, 2025-07-22T12:15:48.520Z)
OS version: Darwin arm64 24.5.0
Modes:
Remote OS version: Linux x64 6.8.0-71-generic
Connection to 'ssh-remote+178.215.237.140' could not be established

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Apple M3 Pro (12 x 2400)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: enabled_on<br>video_decode: enabled<br>video_encode: enabled<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|2, 2, 2|
|Memory (System)|18.00GB (0.10GB free)|
|Process Argv|--crash-reporter-id 83d58259-7d09-4cbb-b1a2-f5c0af49b648|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|SSH: 178.215.237.140|
|OS|Linux x64 6.8.0-71-generic|
|CPUs|Intel(R) Xeon(R) Platinum 8268 CPU @ 2.90GHz (8 x 0)|
|Memory (System)|31.34GB (28.65GB free)|
|VM|0%|

Connection to 'ssh-remote+178.215.237.140' could not be established
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
pythonvspyt551:31249599
binariesv615:30325510
2e7ec940:31000449
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
9064b325:31222308
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
9d2cg352:31346308
usemarketplace:31343026
nesew2to5:31336538
agentclaude:31350858
nes-diff-11:31337487
replacestringexc:31350595
nes-set-on:31351930
6abeh943:31336334
yijiwantestdri0626-t:31336930
0927b901:31350571
4gdec884:31348710
editstats-enabled:31346257
45650338:31356125
0cj2b977:31352657

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
87,"Doesn't follow instruction. 
Type: <b>Bug</b>

Problem Description
GitHub Copilot frequently fails to adhere to general, project-level instructions provided in a dedicated instruction file. Despite clear directives in this file, Copilot generates suggestions that contradict these established guidelines, forcing manual corrections and repeated prompting. This behavior significantly undermines the purpose of having a centralized instruction file and leads to wasted ""turns"" and decreased development efficiency.

Expected Behavior
Copilot should consistently read, interpret, and strictly follow the instructions defined in a project-level instruction file. These guidelines should influence all code suggestions made within that repository or project, acting as a foundational set of rules.

Actual Behavior
Copilot often appears to ignore or give low priority to instructions contained within the project's designated instruction file. This results in:

Violations of coding standards: Suggestions that do not conform to specified naming conventions, code formatting, or architectural patterns outlined in the instruction file.

Incorrect technology/library usage: Recommending disallowed libraries, frameworks, or methods when the instruction file explicitly prohibits them or mandates alternatives.

Inconsistent behavior: Sometimes, Copilot might follow the instructions, but often it reverts to default behaviors or context-specific interpretations that override the project-level guidelines.

This issue forces developers to manually enforce rules that should be automated by Copilot, adding overhead and negating the benefits of an AI assistant for maintaining code quality and consistency.

Extension version: 0.29.1
VS Code version: Code 1.102.3 (488a1f239235055e34e673291fb8d8c810886f81, 2025-07-29T03:00:23.339Z)
OS version: Windows_NT x64 10.0.26100
Modes:
Remote OS version: Linux x64 6.6.87.2-microsoft-standard-WSL2

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz (8 x 3408)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.93GB (6.29GB free)|
|Process Argv|--crash-reporter-id 01d0fc50-e909-4d79-9d65-6361f5f313a9|
|Screen Reader|no|
|VM|0%|

|Item|Value|
|---|---|
|Remote|WSL: ubuntu|
|OS|Linux x64 6.6.87.2-microsoft-standard-WSL2|
|CPUs|Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz (4 x 0)|
|Memory (System)|11.68GB (1.59GB free)|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
binariesv615:30325510
h48ei257:31000450
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
9064b325:31222308
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
pylancequickfixt:31350061
9d2cg352:31346308
usemarketplace:31343026
nesew2to5:31336538
agentclaude:31350858
4f60g487:31327383
nes-diff-11:31337487
replacestringexc:31350595
nes-set-on:31351930
6abeh943:31336334
envsdeactivate2:31353495
yijiwantestdri0626-c:31336931
0927b901:31350571
4gdec884:31348710
45650338:31356125
0cj2b977:31352657
nes-re-0:31357867
gaj49834:31355361

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
88,"Lots of checks with no text in coding agent session. Testing #258320

This is a new PR that was just created today (via assigning an issue on .com) 259006

<img width=""1792"" height=""894"" alt=""Image"" src=""https://github.com/user-attachments/assets/37a68c6b-8915-496a-9f15-6c9c805a16ef"" />",Placeholder,Placeholder,Placeholder,Placeholder
89,"Images are not shown at the top of a coding agent chat. Testing #258320

<img width=""1788"" height=""898"" alt=""Image"" src=""https://github.com/user-attachments/assets/3ebfe98a-cc54-4854-99e3-4a43fcacef68"" />",Placeholder,Placeholder,Placeholder,Placeholder
90,"Let me open the coding agent PR from the chat sessions view. Testing #258320

I don't think I saw a way to do this, we should make it trivial to open the source of truth PR on .com from a chat session",Placeholder,Placeholder,Placeholder,Placeholder
91,"Model picker can dissapear if selected model is no longer available. <!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Yes/No

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 
- OS Version: 

Steps to Reproduce:

1.  Have GPT 4.1 selected
2. Click manage models
3. Deselect GPT 4.1
4. Reload
5. 🐛 Model Picker is forever gone",Placeholder,Placeholder,Placeholder,Placeholder
92,"Move task.chatAgentTools.contribution.ts content into terminal.chatAgentTools.contribution.ts. We can keep task tools inside `terminalContrib/` (unlike `terminal/`), this file doesn't match the naming convention for terminal contribs though. Let's just move the task tools to where the terminal ones are defined.",Placeholder,Placeholder,Placeholder,Placeholder
93,"desktop environment not detected. <!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- 🕮 Read our guide about submitting issues: https://github.com/microsoft/vscode/wiki/Submitting-Bugs-and-Suggestions -->
<!-- 🔎 Search existing issues to avoid creating duplicates. -->
<!-- 🧪 Test using the latest Insiders build to see if your issue has already been fixed: https://code.visualstudio.com/insiders/ -->
<!-- 💡 Instead of creating your report here, use 'Report Issue' from the 'Help' menu in VS Code to pre-fill useful information. -->
<!-- 🔧 Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: **Yes**

<!-- 🪓 If you answered No above, use 'Help: Start Extension Bisect' from Command Palette to try to identify the cause. -->
<!-- 📣 Issues caused by an extension need to be reported directly to the extension publisher. The 'Help > Report Issue' dialog can assist with this. -->
- VS Code Version: 1.102.0
- OS Version: Ubuntu 24

Steps to Reproduce:

1. Install VS Code on Ubuntu with a minimal window manager (bspwm)
2. Try signing in to sync settings or use GitHub auth
3. Run VS Code with the following command for verbose output:

```bash
code --verbose --vmodule=""*/components/os_crypt/*=1""
```

**Issue Description** 
VS Code fails to detect the desktop environment when using a minimal window manager like **bspwm.** This causes issues with signing in or syncing settings.

**Output Logs**
[13442:0731/193315.246620:VERBOSE1:key_storage_util_linux.cc(46)] Password storage detected desktop environment: (unknown)
[main 2025-07-31T14:03:15.353Z] [File Watcher (node.js)] Request to start watching: /home/vijay-sb/.config/Code/User (excludes: <none>, includes: <all>, filter: <none>, correlationId: <none>),/home/vijay-sb/.config/Code/User/settings.json (excludes: <none>, includes: <all>, filter: <none>, correlationId: <none>)
[main 2025-07-31T14:03:15.370Z] Sending env to running instance...
[main 2025-07-31T14:03:15.374Z] [File Watcher (node.js)] Started watching: '/home/vijay-sb/.config/Code/User'
[main 2025-07-31T14:03:15.375Z] [File Watcher (node.js)] Started watching: '/home/vijay-sb/.config/Code/User/settings.json'
[main 2025-07-31T14:03:15.465Z] Sent env to running instance. Terminating...
[main 2025-07-31T14:03:15.465Z] Lifecycle#kill()
[main 2025-07-31T14:03:15.466Z] Lifecycle#onWillShutdown.fire()

**Output ScreenShot**

<img width=""1920"" height=""280"" alt=""Image"" src=""https://github.com/user-attachments/assets/72b607cf-e947-4a94-a81d-9bba6f19e040"" />",Placeholder,Placeholder,Placeholder,Placeholder
94,"The codes won't run. 
Type: <b>Performance Issue</b>

I keep trying to run codes, even test codes, and nothing is working. Any ideas why?

VS Code version: Code 1.102.3 (488a1f239235055e34e673291fb8d8c810886f81, 2025-07-29T03:00:23.339Z)
OS version: Windows_NT x64 10.0.26100
Modes:

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|12th Gen Intel(R) Core(TM) i5-12500H (16 x 3110)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|15.68GB (1.16GB free)|
|Process Argv|--crash-reporter-id 2f8069b8-21d9-41a1-882a-f36907b050e4|
|Screen Reader|no|
|VM|0%|
</details><details>
<summary>Process Info</summary>

```
CPU %	Mem MB	   PID	Process
    0	   151	 28688	code
    0	   266	 13576	window [1] (test2.py - Python313 - Visual Studio Code)
    0	   129	 15600	pty-host
    0	    72	  8972	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command ""try { . \""c:\Users\Will\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""
    0	    72	 12992	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command ""try { . \""c:\Users\Will\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""
    0	     7	 13420	     conpty-agent
    0	    72	 17624	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command ""try { . \""c:\Users\Will\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""
    0	     7	 22996	     conpty-agent
    0	    72	 24568	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command ""try { . \""c:\Users\Will\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""
    0	    72	 28348	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command ""try { . \""c:\Users\Will\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""
    0	     7	 29192	     conpty-agent
    0	     7	 29496	     conpty-agent
    0	    72	 30120	     C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe -noexit -command ""try { . \""c:\Users\Will\AppData\Local\Programs\Microsoft VS Code\resources\app\out\vs\workbench\contrib\terminal\common\scripts\shellIntegration.ps1\"" } catch {}""
    0	     7	 30268	     conpty-agent
    0	     8	 31208	     conpty-agent
    0	    36	 21760	   utility-network-service
    0	    22	 22024	   crashpad-handler
    0	   625	 25036	extension-host [1]
    0	  1607	 29820	     electron-nodejs (bundle.js )
    0	     7	 30272	     c:\Users\Will\.vscode\extensions\ms-python.python-2025.10.1-win32-x64\python-env-tools\bin\pet.exe server
    0	     6	 20204	       C:\WINDOWS\system32\conhost.exe 0x4
    0	   185	 29380	   gpu-process
    0	    78	 30256	file-watcher [1]
    0	   165	 30572	shared-process
```

</details>
<details>
<summary>Workspace Info</summary>

```
|  Window (test2.py - Python313 - Visual Studio Code)
|    Folder (Python313): more than 51773 files
|      File types: py(5484) txt(4274) pyc(3949) html(547) pyi(382) h(296)
|                  msg(147) decTest(143) tcl(131) pyd(119)
|      Conf files:;
```

</details>
<details><summary>Extensions (7)</summary>

Extension|Author (truncated)|Version
---|---|---
copilot|Git|1.350.0
copilot-chat|Git|0.29.1
rainbow-csv|mec|3.20.0
debugpy|ms-|2025.10.0
python|ms-|2025.10.1
vscode-pylance|ms-|2025.7.1
vscode-python-envs|ms-|1.2.0


</details><details>
<summary>A/B Experiments</summary>

```
vsliv368cf:30146710
vswsl492:30256859
binariesv615:30325510
h48ei257:31000450
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
9064b325:31222308
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
9d2cg352:31346308
convertlamdat:31350063
usemarketplace:31343026
nesew2to5:31336538
agentclaude:31335814
nes-diff-11:31337487
replacestringexc:31350595
nes-set-on:31340697
6abeh943:31336334
envsdeactivate2:31353495
yijiwantestdri0626-c:31336931
0927b901:31350571
f76d9909:31348711
editstats-enabled:31346257
45650338:31356125
0cj2b977:31352657

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
95,"Doesnt work. 
Type: <b>Bug</b>

I did not use copilot yet in my vscode. I am working on a project in vscode. I clicked on copilot to activate it, I got redirected to github. I logged in, allowed the permission. Got a link to click that opened my vscode with a copilot chat. I asked it something about my code and it returned:
Workspace chunk search service not available (at tsx element fse > kee > KS > y0)

Extension version: 0.29.1
VS Code version: Code 1.102.3 (488a1f239235055e34e673291fb8d8c810886f81, 2025-07-29T03:00:23.339Z)
OS version: Windows_NT x64 10.0.26200
Modes:
Connection to 'wsl+ubuntu' could not be established
Remote OS version: Linux x64 6.6.87.2-microsoft-standard-WSL2
Remote OS version: Linux x64 6.6.87.2-microsoft-standard-WSL2

<details>
<summary>System Info</summary>

|Item|Value|
|---|---|
|CPUs|11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz (16 x 2496)|
|GPU Status|2d_canvas: enabled<br>canvas_oop_rasterization: enabled_on<br>direct_rendering_display_compositor: disabled_off_ok<br>gpu_compositing: enabled<br>multiple_raster_threads: enabled_on<br>opengl: enabled_on<br>rasterization: enabled<br>raw_draw: disabled_off_ok<br>skia_graphite: disabled_off<br>video_decode: enabled<br>video_encode: enabled<br>vulkan: disabled_off<br>webgl: enabled<br>webgl2: enabled<br>webgpu: enabled<br>webnn: disabled_off|
|Load (avg)|undefined|
|Memory (System)|31.73GB (4.30GB free)|
|Process Argv|--crash-reporter-id c6fad4df-2ea7-4894-82f9-5f16c263386e|
|Screen Reader|yes|
|VM|0%|

Connection to 'wsl+ubuntu' could not be established

|Item|Value|
|---|---|
|Remote|WSL: Ubuntu|
|OS|Linux x64 6.6.87.2-microsoft-standard-WSL2|
|CPUs|11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz (16 x 0)|
|Memory (System)|15.48GB (2.87GB free)|
|VM|0%|

|Item|Value|
|---|---|
|Remote|WSL: Ubuntu|
|OS|Linux x64 6.6.87.2-microsoft-standard-WSL2|
|CPUs|11th Gen Intel(R) Core(TM) i7-11850H @ 2.50GHz (16 x 0)|
|Memory (System)|15.48GB (2.87GB free)|
|VM|0%|
</details><details>
<summary>A/B Experiments</summary>

```
vsliv368:30146709
binariesv615:30325510
h48ei257:31000450
nativeloc1:31344060
dwcopilot:31170013
6074i472:31201624
dwoutputs:31242946
9064b325:31222308
copilot_t_ci:31333650
e5gg6876:31282496
pythoneinst12:31285622
c7cif404:31314491
pythonpulldiag:31343502
996jf627:31283433
pythonrdcb7:31342333
usemplatestapi:31297334
0aa6g176:31307128
747dc170:31275177
aj953862:31281341
generatesymbolt:31295002
convertfstringf:31295003
pylancequickfixf:31350060
9d2cg352:31346306
usemarketplace:31343026
nesew2to5:31336538
agentclaude:31350858
nes-diff-11:31337487
nes-set-on:31351930
6abeh943:31336334
envsactivate1:31353494
yijiwantestdri0626-t:31336930
0927b901:31350571

```

</details>

<!-- generated by issue reporter -->",Placeholder,Placeholder,Placeholder,Placeholder
96,"task tools do not work for multi-root workspaces. They never have AFAIK

> In the vscode/chat multi-workspace, Copilot could not find tasks:
> 
> <img width=""388"" height=""205"" alt=""Image"" src=""https://github.com/user-attachments/assets/10bac6fc-e547-415f-b10b-4f211c9204d3"" /> 

 _Originally posted by @digitarald in [#258358](https://github.com/microsoft/vscode/issues/258358#issuecomment-3138247894)_",Placeholder,Placeholder,Placeholder,Placeholder
97,"Let me configure with views to open after devcontainer is built and opened in VS Code. <!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: https://opensource.microsoft.com/codeofconduct/ -->
<!-- Please search existing issues to avoid creating duplicates. -->

<!-- Describe the feature you'd like. -->

When I clone and open a repository in VS Code for the first time and the repo has a devcontainer config, VS Code suggests to open the repo in the dev container. I almost always choose this option as I really like dev containers
Once VS Code has built the dev container, the right bottom part of the window opens a terminal which is also great
Only thing is that this terminal view is split and to the left of it, there is the ports view for the forwarded ports. I usually don't need this an it steals a lot of space from the terminal. I want to be able to specify what views are open by default on a new devcontainer and how much space they can occupy and where.

Ideally this should be in the user settings and be applied to all dev containers",Placeholder,Placeholder,Placeholder,Placeholder
